name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,futureType,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
DKNG/USD,True,False,0.005,0.01,0.01,15.75,15.65,15.745,15.745,spot,,DKNG,False,USD,,True,True,280.0,-0.00031746031746031746,0.021739130434782608,-0.013471177944862155,129.934,129.934,16.0,15.21,True
DMG/USD,True,False,0.001,0.1,0.1,0.008,0.008,0.009,0.008,spot,,DMG,False,USD,,False,True,280.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,
DMG/USDT,True,False,0.001,0.1,0.1,0.008,0.008,0.01,0.008,spot,,DMG,False,USDT,,False,True,196.0,0.0,0.0,0.0,0.0,0.0,0.009,0.008,
DODO-PERP,True,False,0.0005,0.1,0.1,0.122,0.122,0.1225,0.122,future,perpetual,,False,,DODO,False,False,350.0,-0.012145748987854251,-0.004081632653061225,-0.024,217110.7112,217110.7112,0.1285,0.122,
DODO/USD,True,False,0.0005,0.1,0.1,0.1225,0.122,0.1225,0.1225,spot,,DODO,False,USD,,False,True,280.0,-0.012096774193548387,-0.0040650406504065045,-0.02,9137.7163,9137.7163,0.1285,0.122,
DOGE-PERP,True,False,5e-07,1.0,1.0,0.0599965,0.059988,0.060004,0.0599965,future,perpetual,,False,,DOGE,False,False,2500.0,-0.007362491003697791,-0.004760838372025513,-0.011402489763299472,19040635.182312,19040635.182312,0.061124,0.059647,
DOGE-0930,True,False,5e-07,1.0,1.0,0.059942,0.059939,0.060018,0.059942,future,future,,False,,DOGE,False,False,2500.0,-0.008707012742171543,-0.0059781932755690066,-0.0122435527725138,3907998.5071785,3907998.5071785,0.0611095,0.059742,
DOGE-1230,True,False,5e-07,1.0,1.0,0.0597735,0.0596295,0.0602765,0.0597735,future,future,,False,,DOGE,False,False,2500.0,-0.009839731643682445,0.003744720867163164,-0.006573152287722914,34301.3865805,34301.3865805,0.0611835,0.05955,
DOGE/BTC,True,False,1e-08,1.0,1.0,3.12e-06,3.12e-06,3.13e-06,3.12e-06,spot,,DOGE,False,BTC,,False,True,1200.0,0.0064516129032258064,-0.012658227848101266,0.0,4.47581921,85903.1896263433,3.16e-06,3.08e-06,
DOGE/JPY,True,False,5e-05,1.0,1.0,8.65825,8.66415,8.6834,8.66415,spot,,DOGE,False,JPY,,False,True,1400.0,-0.009851034530047369,-0.0050927254980765915,-0.008201881911215916,7251561.6754,50035.77556026,8.8199,8.64745,
DOGE/USD,True,False,5e-07,1.0,1.0,0.0599885,0.059987,0.059999,0.0599885,spot,,DOGE,False,USD,,False,True,2000.0,-0.007749309426534561,-0.005322544541075619,-0.011428430176988233,4497657.578378,4497657.578378,0.0611335,0.059646,
DOGE/USDT,True,False,5e-07,1.0,1.0,0.060001,0.059974,0.0600055,0.060001,spot,,DOGE,False,USDT,,False,True,1400.0,-0.007641036667052578,-0.004843016602258969,-0.01122243828482911,442989.8546785,443004.61953035643,0.0611125,0.059703,
DOT-PERP,True,False,0.001,0.1,0.1,6.388,6.387,6.389,6.388,future,perpetual,,False,,DOT,False,False,2500.0,-0.010226216299969011,0.005825854196189577,-0.0024984384759525295,28712183.6375,28712183.6375,6.487,6.318,
DOT-0930,True,False,0.001,0.1,0.1,6.372,6.366,6.371,6.371,future,future,,False,,DOT,False,False,2500.0,-0.009945609945609946,0.006477093206951027,-0.0018799937333542221,414225.5059,414225.5059,6.463,6.302,
DOT-1230,True,False,0.001,0.1,0.1,6.257,6.191,6.252,6.252,future,future,,False,,DOT,False,False,2500.0,-0.006357279084551812,0.013947453778786896,0.0009606147934678194,26633.8212,26633.8212,6.32,6.165,
DOT/BTC,True,False,1e-08,0.1,0.1,0.00033287,0.00033255,0.000333,0.00033287,spot,,DOT,False,BTC,,False,True,1200.0,0.004678256670288543,0.00048089928165669804,0.010963979833566178,2.900340091,55665.44427473843,0.00033296,0.00032567,
DOT/JPY,True,False,0.1,0.1,0.1,928.0,923.4,926.4,926.4,spot,,DOT,False,JPY,,False,True,1400.0,-0.00419219606578523,0.008052230685527748,0.0023804371348193033,1669504.1,11519.57829,935.2,915.2,
DOT/USD,True,False,0.001,0.1,0.1,6.386,6.387,6.391,6.387,spot,,DOT,False,USD,,False,True,2000.0,-0.010381158971180663,0.006619385342789598,-0.002654590880699563,3082687.7641,3082687.7641,6.489,6.319,
DOT/USDT,True,False,0.001,0.1,0.1,6.385,6.384,6.393,6.385,spot,,DOT,False,USDT,,False,True,1400.0,-0.011303809228863424,0.0051952141057934505,-0.00312256049960968,144959.6981,144964.52960673766,6.485,6.322,
DRGN-PERP,True,False,0.1,0.001,0.001,1392.7,1392.7,1394.0,1392.7,future,perpetual,,False,,DRGN,False,False,350.0,-0.010725955391390823,0.009056658455296334,-0.008754448398576512,85827.1366,85827.1366,1411.3,1377.1,
DYDX-PERP,True,False,0.001,0.1,0.1,1.252,1.251,1.252,1.252,future,perpetual,,False,,DYDX,False,False,1500.0,-0.006349206349206349,-0.001594896331738437,-0.02034428794992175,4402377.8133,4402377.8133,1.292,1.244,
DYDX/USD,True,False,0.001,0.1,0.1,1.252,1.252,1.253,1.252,spot,,DYDX,False,USD,,False,True,1200.0,-0.007137192704203013,-0.002390438247011952,-0.02034428794992175,1552933.4417,1552933.4417,1.291,1.245,
EDEN-PERP,True,False,0.0005,0.1,0.1,0.0765,0.076,0.0765,0.0765,future,perpetual,,False,,EDEN,False,False,350.0,0.0,-0.006493506493506494,-0.006493506493506494,13945.0399,13945.0399,0.078,0.075,
EDEN/USD,True,False,0.0005,0.1,0.1,0.0765,0.0765,0.077,0.0765,spot,,EDEN,False,USD,,False,True,280.0,0.0,-0.006493506493506494,-0.006493506493506494,8600.25285,8600.25285,0.078,0.0765,
EGLD-PERP,True,False,0.005,0.01,0.01,46.98,46.97,46.995,46.98,future,perpetual,,False,,EGLD,False,False,350.0,-0.007290015847860539,0.011083611320348649,-0.012714090574760955,1311027.4226,1311027.4226,47.905,46.12,
EMB/USD,True,False,1e-05,10.0,10.0,0.02912,0.02856,0.02949,0.02912,spot,,EMB,False,USD,,False,True,280.0,0.0,0.008659508139937652,0.008659508139937652,307.5072,307.5072,0.02912,0.02887,
ENJ-PERP,True,False,5e-05,1.0,1.0,0.4545,0.45475,0.4551,0.45475,future,perpetual,,False,,ENJ,False,False,600.0,-0.008935381933093603,0.001100715465052284,-0.016224986479177934,980988.91525,980988.91525,0.4667,0.45275,
ENJ/JPY,True,False,0.05,1.0,1.0,65.9,65.65,66.0,65.9,spot,,ENJ,False,JPY,,False,True,336.0,-0.003779289493575208,0.0,-0.01347305389221557,8910.55,61.482795,67.45,65.7,
ENJ/USD,True,False,5e-05,1.0,1.0,0.4561,0.4545,0.45545,0.45545,spot,,ENJ,False,USD,,False,True,480.0,-0.008598171528080104,0.0013191161921512586,-0.013323223570190642,23810.919,23810.919,0.4665,0.45235,
ENS-PERP,True,False,0.005,0.01,0.01,15.215,15.21,15.215,15.215,future,perpetual,,False,,ENS,False,False,350.0,-0.014572538860103627,0.032575500508992196,-0.0415748031496063,12385057.8325,12385057.8325,16.44,14.695,
ENS/USD,True,False,0.005,0.01,0.01,15.16,15.215,15.24,15.215,spot,,ENS,False,USD,,False,True,280.0,-0.015210355987055016,0.03187521193624958,-0.042178155492603085,294814.12025,294814.12025,16.435,14.715,
EOS-PERP,True,False,0.00025,0.1,0.1,1.1795,1.1795,1.17975,1.1795,future,perpetual,,False,,EOS,False,False,1500.0,-0.012557555462536627,0.03783545974483062,0.025206431986093004,26775078.2922,26775078.2922,1.21075,1.1305,
EOS-0930,True,False,0.00025,0.1,0.1,1.17725,1.17825,1.1795,1.17825,future,future,,False,,EOS,False,False,1500.0,-0.01257071024512885,0.0381057268722467,0.02590335219851981,556707.645875,556707.645875,1.20925,1.12975,
EOS-1230,True,False,0.00025,0.1,0.1,1.15275,1.153,1.1555,1.153,future,future,,False,,EOS,False,False,1500.0,-0.013686911890504704,0.038271049076992344,0.026028921023359287,411756.51575,411756.51575,1.18175,1.10625,
ETC-PERP,True,False,0.0005,0.1,0.1,27.438,27.434,27.4355,27.4355,future,perpetual,,False,,ETC,False,False,600.0,-0.018214675517543702,0.0011312010801145798,-0.0054196121080297265,61099099.8362,61099099.8362,28.233,27.152,
ETH-PERP,True,False,0.1,0.001,0.001,1318.0,1317.9,1318.0,1318.0,future,perpetual,,False,,ETH,False,True,3000.0,-0.015315651849084797,0.007491209295214799,-0.01729794214136594,2374040958.1621,2374040958.1621,1355.0,1298.0,
ETH-0930,True,False,0.1,0.001,0.001,1318.2,1317.8,1318.1,1318.1,future,future,,False,,ETH,False,False,3000.0,-0.016269870885887005,0.007413634974014063,-0.01736991203220516,77512257.8894,77512257.8894,1355.2,1297.9,
ETH-1230,True,False,0.1,0.001,0.001,1309.4,1309.4,1309.8,1309.4,future,future,,False,,ETH,False,False,3000.0,-0.015414692834047674,0.007773416455014238,-0.018072740907386576,38636865.3551,38636865.3551,1348.5,1290.1,
ETH-0331,True,False,0.1,0.001,0.001,1306.7,1306.6,1307.9,1306.7,future,future,,False,,ETH,False,False,3000.0,-0.017371033238080914,0.005540592535590611,-0.018551900255370287,3475422.0701,3475422.0701,1347.0,1290.0,
ETH/AUD,True,False,0.1,0.001,0.001,2049.5,2037.2,2047.7,2047.7,spot,,ETH,False,AUD,,False,True,1440.0,-0.010007735447689035,0.00752804566030309,-0.006983172494059454,4885.9613,3166.1029224,2078.6,2017.0,
ETH/BRZ,True,False,1.0,0.0001,0.0001,7080.0,7071.0,7091.0,7080.0,spot,,ETH,False,BRZ,,False,True,1440.0,-0.013102871480345692,0.010273972602739725,-0.011311269375785506,884478.3938,164451.067759234,7252.0,6945.0,
ETH/BTC,True,False,2.5e-06,0.001,0.001,0.0686875,0.0686825,0.068695,0.0686875,spot,,ETH,False,BTC,,False,True,1440.0,-0.0001091782516922629,0.001713577366195129,-0.004420770373591332,1471.1707077175,28235782.177130893,0.069165,0.0676,
ETH/EUR,True,False,0.1,0.001,0.001,1356.0,1355.9,1358.9,1356.0,spot,,ETH,False,EUR,,False,True,1680.0,-0.013244069276670063,-0.00608370592978084,-0.015822325446363767,610241.1417,593154.3897324,1391.0,1347.4,
ETH/JPY,True,False,0.01,0.001,0.001,190711.34,190372.17,190938.2,190711.34,spot,,ETH,False,JPY,,False,True,1680.0,-0.016183210769362435,0.009427342569794151,-0.013721029454734452,14007231.61092,96649.898115348,195389.25,187905.22,
ETH/USD,True,False,0.1,0.001,0.001,1318.2,1318.0,1318.1,1318.1,spot,,ETH,False,USD,,False,True,2400.0,-0.015314507694606305,0.008261301919987762,-0.01722338204592902,534927298.0672,534927298.0672,1355.3,1298.3,
ETH/USDT,True,False,0.1,0.001,0.001,1318.2,1317.7,1318.1,1318.1,spot,,ETH,False,USDT,,False,True,1680.0,-0.015535140787213384,0.008107074569789674,-0.017516398330351818,66985337.2671,66987569.888391115,1355.3,1298.3,
ETHE-0930,True,False,0.001,0.1,0.1,9.188,9.345,9.449,9.345,future,future,,False,,ETHE,True,False,350.0,-0.017453474923772475,0.017087505441880715,-0.013199577613516367,0.0,0.0,9.618,9.173,True
ETHE-1230,True,False,0.001,0.1,0.1,9.267,9.196,9.467,9.267,future,future,,False,,ETHE,True,False,350.0,-0.003012372243141474,0.0034650785056848945,-0.01467304625199362,0.0,0.0,9.566,9.097,True
ETHE/USD,True,False,0.001,0.1,0.1,9.536,9.369,9.41,9.41,spot,,ETHE,False,USD,,True,True,280.0,-0.013213087248322148,0.031006902596691137,-0.014865996649916249,168.9201,168.9201,9.645,9.077,True
ETHW-PERP,True,False,0.001,0.1,0.1,11.867,11.867,11.868,11.867,future,perpetual,,False,,ETHW,False,False,350.0,-0.044755695081703295,0.09494371655286954,0.09767829062991398,23563863.0335,23563863.0335,12.964,10.322,
ETHW/USD,True,False,0.001,0.001,0.001,11.852,11.854,11.866,11.854,spot,,ETHW,False,USD,,False,True,280.0,-0.044879542341471276,0.09283672904950678,0.0962730047165449,26148124.652031,26148124.652031,12.95,10.339,
EUL/USD,True,False,0.0001,1.0,1.0,7.0218,7.0218,7.0914,7.0218,spot,,EUL,False,USD,,False,True,280.0,-0.003179921069816303,-0.031475862068965514,-0.014567194341529135,231409.0249,231409.0249,7.3306,6.9255,
EUR/USD,True,False,0.0001,1.0,1.0,0.9705,0.9706,0.9707,0.9706,spot,,EUR,False,USD,,False,True,280.0,-0.004308576118178088,0.011041666666666667,-0.001440329218106996,8108760.4847,8108760.4847,0.9757,0.9588,
EURT/EUR,True,False,0.0001,1.0,1.0,0.9975,0.9973,0.9977,0.9975,spot,,EURT,False,EUR,,False,True,196.0,-0.00010024057738572574,-0.00010024057738572574,-0.0004008417677121956,5487.0491,5333.4117252,0.9981,0.997,
EURT/USD,True,False,0.0001,1.0,1.0,0.9719,0.9641,0.9718,0.9718,spot,,EURT,False,USD,,False,True,280.0,-0.00010289124395513942,0.018551514516298082,-0.0007197943444730077,4237.1521,4237.1521,0.9775,0.95,
EURT/USDT,True,False,0.0001,1.0,1.0,0.9703,0.9647,0.9779,0.9703,spot,,EURT,False,USDT,,False,True,196.0,0.0,0.019651113913408996,0.0034126163391933815,1230.2093,1230.250302875969,0.971,0.9516,
EXCH-PERP,True,False,0.1,0.001,0.001,6321.7,6325.0,6329.7,6325.0,future,perpetual,,False,,EXCH,False,False,350.0,-0.007718615669417338,0.015297686887009006,-0.007266962786244565,598979.8416,598979.8416,6402.8,6220.5,
EXCH-0930,True,False,0.1,0.001,0.001,6350.5,6317.7,6345.3,6345.3,future,future,,False,,EXCH,False,False,350.0,-0.0034708044099632505,0.016125932805944335,-0.0016363264471262017,16394.2638,16394.2638,6387.8,6220.6,
EXCH-1230,True,False,0.1,0.001,0.001,6224.5,6191.9,6224.5,6224.5,future,future,,False,,EXCH,False,False,350.0,-0.005225979671418526,0.018089926233664275,-0.0038249791946738366,29186.1562,29186.1562,6285.9,6113.9,
FB-0930,True,False,0.01,0.01,0.01,141.54,138.57,140.09,140.09,future,future,,False,,FB,True,False,350.0,-0.0019236249643773155,0.04373416778423484,-0.010244453864631907,134096.9007,134096.9007,141.87,131.76,True
FB-1230,True,False,0.01,0.01,0.01,139.46,138.83,140.07,139.46,future,future,,False,,FB,True,False,350.0,-0.0029312933438192606,0.03449299013426304,-0.01323144413783344,75184.1516,75184.1516,142.27,134.06,True
FB/USD,True,False,0.01,0.01,0.01,139.78,138.95,139.57,139.57,spot,,FB,False,USD,,True,True,280.0,-0.0002865124274765418,0.03607749981441615,-0.010141843971631205,31521.271,31521.271,141.93,134.3,True
FIDA-PERP,True,False,0.0001,1.0,1.0,0.401,0.4012,0.4019,0.4012,future,perpetual,,False,,FIDA,False,False,350.0,-0.007176441474882455,0.03056768558951965,0.019567979669631513,281055.5135,281055.5135,0.4176,0.3892,
FIDA/USD,True,False,1e-05,1.0,1.0,0.40262,0.40198,0.40308,0.40262,spot,,FIDA,False,USD,,False,True,280.0,-0.005631020004939491,0.032994663382594415,0.019549252975436818,49398.20616,49398.20616,0.4189,0.38931,
FIDA/USDT,True,False,1e-05,1.0,1.0,0.40213,0.40144,0.40316,0.40213,spot,,FIDA,False,USDT,,False,True,196.0,-0.00617848404715419,0.03144637956241824,0.02050501205430783,22099.76249,22100.499075083793,0.41803,0.38898,
FIL-PERP,True,False,0.005,0.1,0.1,5.73,5.73,5.735,5.73,future,perpetual,,False,,FIL,False,False,600.0,-0.011216566005176877,-0.0008718395815170009,-0.026338147833474938,10736039.825,10736039.825,6.06,5.705,
FIL-0930,True,False,0.005,0.1,0.1,5.78,5.705,5.75,5.75,future,future,,False,,FIL,False,False,600.0,-0.005190311418685121,0.006124234470691163,-0.023769100169779286,21857.719,21857.719,6.04,5.665,
FIL-1230,True,False,0.005,0.1,0.1,5.8,5.775,5.825,5.8,future,future,,False,,FIL,False,False,600.0,-0.004291845493562232,0.012216404886561954,-0.013605442176870748,13830.5715,13830.5715,6.105,5.665,
FLM-PERP,True,False,0.0005,0.1,0.1,0.105,0.105,0.1055,0.105,future,perpetual,,False,,FLM,False,False,350.0,-0.014084507042253521,0.0,-0.023255813953488372,403160.9364,403160.9364,0.1095,0.1045,
FLOW-PERP,True,False,0.005,0.01,0.01,1.615,1.615,1.62,1.615,future,perpetual,,False,,FLOW,False,False,350.0,-0.01524390243902439,-0.0030864197530864196,-0.0182370820668693,1751694.0472,1751694.0472,1.68,1.61,
FLUX-PERP,True,False,0.0001,1.0,1.0,0.8086,0.8082,0.8108,0.8086,future,perpetual,,False,,FLUX,False,False,350.0,-0.008096172718351325,-0.021065375302663437,-0.03312208537606122,173349.8535,173349.8535,0.8552,0.8082,
FRONT/USD,True,False,5e-05,1.0,1.0,0.2325,0.23055,0.23455,0.2325,spot,,FRONT,False,USD,,False,True,280.0,0.006929406669553919,0.00258732212160414,0.024003523452983924,40248.7787,40248.7787,0.27125,0.2154,
FRONT/USDT,True,False,5e-05,1.0,1.0,0.232,0.2315,0.2337,0.232,spot,,FRONT,False,USDT,,False,True,196.0,0.011774967291757523,0.007381676074685193,0.029966703662597113,11087.80575,11088.175306565647,0.271,0.21675,
FTM-PERP,True,False,5e-05,1.0,1.0,0.2265,0.2265,0.2266,0.2265,future,perpetual,,False,,FTM,False,False,2500.0,-0.006578947368421052,0.005326231691078562,-0.005488474204171241,6412962.3301,6412962.3301,0.23055,0.224,
FTM-0930,True,False,5e-05,1.0,1.0,0.23025,0.22525,0.2272,0.2272,future,future,,False,,FTM,False,False,2500.0,-0.006124234470691163,0.006869044981165522,-0.004818221638195357,0.0,0.0,0.23025,0.22425,
FTM-1230,True,False,5e-05,1.0,1.0,0.22115,0.2213,0.22655,0.2213,future,future,,False,,FTM,False,False,2500.0,-0.005169701056417173,0.006824385805277525,-0.0015790660951951275,2931.1932,2931.1932,0.23295,0.2184,
FTM/USD,True,False,5e-05,1.0,1.0,0.2268,0.22655,0.2267,0.2267,spot,,FTM,False,USD,,False,True,2000.0,-0.006355467893929432,0.005544466622310933,-0.005047180162387536,1204781.2954,1204781.2954,0.2305,0.22405,
FTT-PERP,True,False,0.0005,0.1,0.1,23.836,23.834,23.8365,23.836,future,perpetual,,False,,FTT,False,False,350.0,-0.01238864719287342,0.013306125919313013,-0.01238864719287342,12150770.5629,12150770.5629,24.39,23.455,
FTT/BTC,True,False,1e-07,0.1,0.1,0.0012425,0.0012424,0.0012431,0.0012425,spot,,FTT,False,BTC,,False,True,168.0,0.00404040404040404,0.007623063822885411,0.0008054772452678212,2.65218608,50902.6913431984,0.0012446,0.0012235,
FTT/JPY,True,False,0.01,0.1,0.1,3491.14,3443.2,3453.79,3453.79,spot,,FTT,False,JPY,,False,True,196.0,-0.009347804886443819,0.016143363185953184,-0.008050387441050945,3303837.237,22796.4769353,3505.27,3385.11,
FTT/USD,True,False,0.001,0.1,0.1,23.842,23.833,23.844,23.842,spot,,FTT,False,USD,,False,True,280.0,-0.012303740834334479,0.013345800748044883,-0.012180974477958236,12666273.1765,12666273.1765,24.353,23.469,
FTT/USDT,True,False,0.001,0.1,0.1,23.849,23.832,23.855,23.849,spot,,FTT,False,USDT,,False,True,196.0,-0.011972822934791615,0.01338488994646044,-0.012054681027340513,3346569.5277,3346681.068862358,24.338,23.472,
FXS-PERP,True,False,0.0025,0.1,0.1,4.0875,4.0875,4.0925,4.0875,future,perpetual,,False,,FXS,False,False,350.0,-0.004869141813755326,0.005535055350553505,-0.0024405125076266015,588686.15175,588686.15175,4.13,4.03,
FXS/USD,True,False,0.0025,0.1,0.1,4.09,4.085,4.0925,4.09,spot,,FXS,False,USD,,False,True,280.0,-0.0036540803897685747,0.006150061500615006,-0.0036540803897685747,490663.4675,490663.4675,4.1225,4.0325,
GAL-PERP,True,False,0.0025,0.1,0.1,2.5825,2.58,2.5825,2.5825,future,perpetual,,False,,GAL,False,False,350.0,-0.006730769230769231,0.0048638132295719845,-0.027306967984934087,1715555.32825,1715555.32825,2.685,2.565,
GAL/USD,True,False,0.0025,0.1,0.1,2.5725,2.58,2.585,2.58,spot,,GAL,False,USD,,False,True,280.0,-0.009596928982725527,0.0029154518950437317,-0.025495750708215296,179985.0355,179985.0355,2.68,2.565,
GALA-PERP,True,False,2.5e-05,10.0,10.0,0.0398,0.039775,0.0398,0.0398,future,perpetual,,False,,GALA,False,False,1200.0,-0.00809968847352025,0.0006285355122564425,-0.013019218846869188,4213181.4265,4213181.4265,0.040675,0.03965,
GALA/USD,True,False,2.5e-05,10.0,10.0,0.0398,0.039775,0.0398,0.0398,spot,,GALA,False,USD,,False,True,960.0,-0.00809968847352025,0.0,-0.013019218846869188,650295.0875,650295.0875,0.040625,0.039675,
GALFAN/USD,True,False,0.001,0.1,0.1,2.228,2.221,2.3,2.228,spot,,GALFAN,False,USD,,False,True,280.0,-0.04172043010752688,-0.010217681030653044,-0.03130434782608696,1366.3265,1366.3265,2.325,2.219,
GARI/USD,True,False,5e-05,1.0,1.0,0.05175,0.0515,0.05175,0.05175,spot,,GARI,False,USD,,False,True,280.0,-0.0009652509652509653,-0.007670182166826462,-0.02358490566037736,11573.15095,11573.15095,0.053,0.0514,
GBP/USD,True,False,0.0001,1.0,1.0,1.0881,1.0877,1.0882,1.0881,spot,,GBP,False,USD,,False,True,280.0,-0.0002756339581036384,0.01901105075856902,0.004060164252099289,2909797.0261,2909797.0261,1.0908,1.0623,
GBTC-0930,True,False,0.005,0.01,0.01,11.82,11.595,11.805,11.805,future,future,,False,,GBTC,True,False,350.0,-0.0012690355329949238,0.02296360485268631,0.00854335753951303,4.137,4.137,11.93,11.4,True
GBTC-1230,True,False,0.005,0.01,0.01,11.905,11.465,11.735,11.735,future,future,,False,,GBTC,True,False,350.0,-0.014279714405711887,0.00946236559139785,-0.012205387205387205,11.905,11.905,11.905,11.535,True
GBTC/USD,True,False,0.005,0.01,0.01,11.695,11.61,11.68,11.68,spot,,GBTC,False,USD,,True,True,280.0,-0.016006739679865205,0.006462731581214994,-0.01309674693705112,82400.38555,82400.38555,11.99,11.505,True
GDX-0930,True,False,0.005,0.01,0.01,23.255,23.275,23.44,23.275,future,future,,False,,GDX,True,False,350.0,-0.0019296740994854203,0.04536267684706939,-0.006191289496157131,704.22785,704.22785,23.58,22.135,True
GDX-1230,True,False,0.005,0.01,0.01,22.265,22.595,22.685,22.595,future,future,,False,,GDX,True,False,350.0,-0.0011052166224580018,0.0463070155128502,-0.006813186813186814,11704.092,11704.092,22.875,21.45,True
GDX/USD,True,False,0.005,0.01,0.01,23.19,23.295,23.36,23.295,spot,,GDX,False,USD,,True,True,280.0,-0.0012861736334405145,0.0432154052843708,-0.007456327226246272,2687.80205,2687.80205,23.57,22.295,True
GDXJ-0930,True,False,0.005,0.01,0.01,27.725,27.645,27.875,27.725,future,future,,False,,GDXJ,True,False,350.0,-0.007339778016469746,0.04190154077414506,-0.019278386982667137,1415.44155,1415.44155,28.375,26.465,True
GDXJ-1230,True,False,0.005,0.01,0.01,26.995,27.175,27.295,27.175,future,future,,False,,GDXJ,True,False,350.0,-0.009115770282588878,0.03979338052420126,-0.022482014388489208,12900.3022,12900.3022,27.985,26.11,True
GDXJ/USD,True,False,0.005,0.01,0.01,27.78,27.645,27.775,27.775,spot,,GDXJ,False,USD,,True,True,280.0,-0.005905511811023622,0.04240945768436855,-0.016640113294388387,5823.97205,5823.97205,28.36,26.355,True
GENE/USD,True,False,0.001,0.1,0.1,3.137,3.107,3.137,3.137,spot,,GENE,False,USD,,False,True,280.0,-0.021216848673946957,-0.09282822440717177,-0.10397029420165667,143663.3608,143663.3608,3.545,2.811,
GLD-0930,True,False,0.025,0.01,0.01,154.6,153.05,154.1,154.1,future,future,,False,,GLD,True,False,350.0,0.0003245699448231094,0.011652716231741342,-0.003234152652005175,1546.388,1546.388,154.875,151.6,True
GLD-1230,True,False,0.025,0.01,0.01,154.95,153.175,154.025,154.025,future,future,,False,,GLD,True,False,350.0,0.00016233766233766234,0.010331256149557232,-0.003396958912973148,19114.122,19114.122,154.95,152.2,True
GLD/USD,True,False,0.025,0.01,0.01,153.725,153.575,153.6,153.6,spot,,GLD,False,USD,,True,True,280.0,-0.0008131403480240689,0.00754345687110528,-0.004697877855175766,3989.0525,3989.0525,154.95,151.525,True
GLMR-PERP,True,False,0.00025,1.0,1.0,0.44775,0.4475,0.448,0.44775,future,perpetual,,False,,GLMR,False,False,350.0,-0.019704433497536946,0.0016778523489932886,-0.012679162072767364,1926544.42375,1926544.42375,0.47025,0.44425,
GLXY/USD,True,False,0.001,0.1,0.1,4.884,4.66,4.728,4.728,spot,,GLXY,False,USD,,True,True,280.0,-0.01704781704781705,0.05985205110961668,-0.022938623682579044,781.5157,781.5157,4.884,4.321,True
GME-0930,True,False,0.01,0.01,0.01,26.81,26.45,26.68,26.68,future,future,,False,,GME,True,False,350.0,-0.00484893696381947,0.036921881072677805,-0.00484893696381947,27161.4374,27161.4374,27.14,25.47,True
GME-1230,True,False,0.01,0.01,0.01,27.0,26.33,26.58,26.58,future,future,,False,,GME,True,False,350.0,-0.004867090977162112,0.03828125,-0.014460511679644048,1905.4241,1905.4241,27.09,25.46,True
GME/USD,True,False,0.025,0.01,0.01,26.675,26.525,26.675,26.675,spot,,GME,False,USD,,True,True,280.0,0.0,0.035922330097087375,-0.008364312267657992,813.7235,813.7235,27.225,25.5,True
